Table,FeedColumnName,OdsColumnName,DataType,NullIfEmpty,NullAllowed,Format,DefaultValue
SACCR_Report_OSFI_BFG_NEW,CREDIT_DERIVATIVES_SWAP_CLASS,CREDIT_DERIVATIVES_SWAP_CLASS,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,CLEARING_MEMBER_IND,CLEARING_MEMBER_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,BMO_GUAR_CCP_TO_CLIENT_IND,BMO_GUAR_CCP_TO_CLIENT_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,CLIENT_LEG_CLEARED_QCCP_IND,CLIENT_LEG_CLEARED_QCCP_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,CCP_LEG_SEG_IND,CCP_LEG_SEG_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,SACCR_LR_EXEMPT_CCP_LEG_IND,SACCR_LR_EXEMPT_CCP_LEG_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,UEN,UEN,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,FACILITY_ID,FACILITY_ID,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,BSL_ASSET_CLASS,BSL_ASSET_CLASS,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,COUNTRY_OF_RISK,COUNTRY_OF_RISK,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,COUNTRY_EXT_RTG,COUNTRY_EXT_RTG,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,PROV_OF_RISK,PROV_OF_RISK,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,LEGAL_NAME,LEGAL_NAME,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,RISK_RTG,RISK_RTG,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,SIC_CAD_CD,SIC_CAD_CD,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,SIC_US_CD,SIC_US_CD,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,NAICS_CD,NAICS_CD,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,NIC_CD,NIC_CD,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,SME_IND,SME_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,PD,PD,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,TOTAL_ANNUAL_SALES_CCY,TOTAL_ANNUAL_SALES_CCY,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,TOTAL_ANNUAL_SALES_AMT,TOTAL_ANNUAL_SALES_AMT,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,RISK_RTG_SYSTEM,RISK_RTG_SYSTEM,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,AVC_IND,AVC_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,RISK_RTG_MODEL,RISK_RTG_MODEL,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,COUNTRY_OF_RESIDENCE,COUNTRY_OF_RESIDENCE,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,PROV_OF_RESIDENCE,PROV_OF_RESIDENCE,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,MASTER_SCALE,MASTER_SCALE,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,PRIMARY_CONNECTION_UEN,PRIMARY_CONNECTION_UEN,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,DEFAULT_EXP_IND,DEFAULT_EXP_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,CR_DRV_USED_FOR_CRM_IND,CR_DRV_USED_FOR_CRM_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,QLFY_TXN_CDS_IND,QLFY_TXN_CDS_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,FACILITY_AUTH_AMT,FACILITY_AUTH_AMT,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,FACILITY_PRIMARY_BORROWER_IND,FACILITY_PRIMARY_BORROWER_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,PRIMARY_GUARANTOR_UEN,PRIMARY_GUARANTOR_UEN,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,BSL_CREDIT_RISK_APPROACH,BSL_CREDIT_RISK_APPROACH,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,WAIVER_EXEMP_PORTFOLIO_CD,WAIVER_EXEMP_PORTFOLIO_CD,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,FIRB_LGD,FIRB_LGD,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,AIRB_LGD,AIRB_LGD,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,STND_RW,STND_RW,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,STND_RW_NON_QCCP,STND_RW_NON_QCCP,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,STND_RW_SCENARIO,STND_RW_SCENARIO,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,BORROWER_EXT_RTG,BORROWER_EXT_RTG,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,BORROWER_EXT_RTG_NAME,BORROWER_EXT_RTG_NAME,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,BORROWER_EXT_RTG_SP_EQUIV,BORROWER_EXT_RTG_SP_EQUIV,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,FIRB_RW,FIRB_RW,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,AIRB_RW,AIRB_RW,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,RWA_R_FACTOR,RWA_R_FACTOR,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,RWA_K_FACTOR,RWA_K_FACTOR,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,RWA_B_FACTOR,RWA_B_FACTOR,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,RWA_M_FACTOR,RWA_M_FACTOR,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,EXPECTED_LOSS,EXPECTED_LOSS,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,REG_CAPITAL,REG_CAPITAL,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,STND_RWA,STND_RWA,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,FIRB_RWA,FIRB_RWA,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,AIRB_RWA,AIRB_RWA,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,RWA,RWA,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,OSFI_INSTRUMENT_TYPE,saccr_OSFI_INSTRUMENT_TYPE,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,PRODUCT_SUB_TYPE_CODE,saccr_PRODUCT_SUB_TYPE_CODE,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,PRODUCT_GROUP,saccr_PRODUCT_GROUP,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,QCCP_RWA_CAP_IND,QCCP_RWA_CAP_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,SACVA_IND,SACVA_IND,String,N,N,,
SACCR_Report_OSFI_BFG_NEW,TOT_ANN_SLS_AMT_CAD,TOT_ANN_SLS_AMT_CAD,String,N,N,,
CM_Finance,ReportDate,ReportDate,String,N,N,,
CM_Finance,SourceSystem,SourceSystem,String,N,N,,
CM_Finance,SourceTradeId,SourceTradeId,String,N,N,,
CM_Finance,AssetLiabilityCode,AssetLiabilityCode,String,N,N,,
CM_Finance,GL,finance_GL,String,N,N,,
CM_Finance,GLType,GLType,String,N,N,,
CM_Finance,RespCentre,RespCentre,String,N,N,,
CM_Finance,BookingTransit,BookingTransit,String,N,N,,
CM_Finance,Currency,Currency,String,N,N,,
CM_Finance,SourceProductCode,SourceProductCode,String,N,N,,
CM_Finance,ProductCategoryCode,ProductCategoryCode,String,N,N,,
CM_Finance,InstrumentType,InstrumentType,String,N,N,,
CM_Finance,FSProduct,FSProduct,String,N,N,,
CM_Finance,FSProductGroup,FSProductGroup,String,N,N,,
CM_Finance,BuySellCode,BuySellCode,String,N,N,,
CM_Finance,ClearanceType,ClearanceType,String,N,N,,
CM_Finance,LegalEntity,LegalEntity,String,N,N,,
CM_Finance,LOB,LOB,String,N,N,,
CM_Finance,CounterpartyAdaptiveCode,CounterpartyAdaptiveCode,String,N,N,,
CM_Finance,CounterpartyFullName,CounterpartyFullName,String,N,N,,
CM_Finance,IntExtCode,IntExtCode,String,N,N,,
CM_Finance,CDE_NPV,CDE_NPV,String,N,N,,
CM_Finance,TC_NPV,TC_NPV,String,N,N,,
CM_Finance,Notional_Currency,Notional_Currency,String,N,N,,
CM_Finance,TC_Notional_Value,TC_Notional_Value,String,N,N,,
CM_Finance,CDE_Notional_Value,CDE_Notional_Value,String,N,N,,
CM_Finance,MaturityDate,MaturityDate,String,N,N,,
CM_Finance,ClearingHouseFlag,ClearingHouseFlag,String,N,N,,
CM_Finance,UTI,UTI,String,N,N,,
CM_Finance,Product,Product,String,N,N,,
CM_Finance,SwapOne_SwapId,SwapOne_SwapId,String,N,N,,
CM_Finance,WS_Transaction_ID,WS_Transaction_ID,String,N,N,,
CM_Finance,OSFI_INSTRUMENT_TYPE,finance_OSFI_INSTRUMENT_TYPE,String,N,N,,
CM_Finance,PRODUCT_SUB_TYPE_CD,finance_PRODUCT_SUB_TYPE_CD,String,N,N,,
CM_Finance,PRODUCT_GROUP,finance_PRODUCT_GROUP,String,N,N,,
